Title,Korean Title,Translated Title,Year,Link,Review,Rating,Image,Score,Synopsis,Genres,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
My Man Is Cupid,내 남자는 큐피드,My Man Is Cupid,2023,https://mydramalist.com/705671-my-man-is-cupid,"started off really cute. the male lead is super adorable and Nana is so beautiful. but then the plot got so consumed by the murder plot that the show lost me. i would have much preferred a cute romance centered on him being a cupid and her finding out, and on cute couples that he tries to set up with his powers. also the fact that the second reincarnation of the female lead was a high schooler/minor was a tad off-putting. and the second male lead was annoying and ugly so i was not invested in him as a character at all. had some very good kiss scenes tho! fast forwarded through the last two eps.",6.0,https://i.mydramalist.com/0w0rz7_4t.jpg,7.9,"Cheon Sang Hyuk, a charming fairy whose wings were burned 500 years ago, undergoes 27 metamorphoses to restore them. On his 28th attempt, he meets Oh Baek Ryun, a veterinarian. Baek Ryun is beautiful but has a history of men falling for her, only to experience near-death and flee. Despite her unlucky love life, she longs to find her destined partner. (Source: MyDramaList)","['Mystery', 'Comedy', 'Romance', 'Fantasy']","['started', 'really', 'cute', 'male', 'lead', 'super', 'adorable', 'nana', 'beautiful', 'plot', 'got', 'consumed', 'murder', 'plot', 'show', 'lost', 'would', 'much', 'preferred', 'cute', 'romance', 'centered', 'cupid', 'finding', 'cute', 'couple', 'try', 'set', 'power', 'also', 'fact', 'second', 'reincarnation', 'female', 'lead', 'high', 'schoolerminor', 'tad', 'offputting', 'second', 'male', 'lead', 'annoying', 'ugly', 'invested', 'character', 'good', 'kiss', 'scene', 'tho', 'fast', 'forwarded', 'last', 'two', 'eps']",0.16543859649122808,0.15541666666666668,,,0.3277450980392157,,0.11347222222222222,,,,0.20054924242424244,,0.2526190476190476,,,,0.21678571428571428,,0.13392156862745097,1,1,0,0,0,0,0,0,0,1,0,0,0,0
My Mister,나의 아저씨,My Ajusshi,2018,https://mydramalist.com/25172-my-ajusshi,So quietly and painfully tragic. Really hits the feels. Such a good story. A different kind of love story. Acting is amazing. Just a fantastically done show.,10.0,https://i.mydramalist.com/2lb8k_4t.jpg,9.0,"Park Dong Hun is a middle-aged engineer who is married to attorney Kang Yun Hui. However, his life is not that happy as he has two unemployed brothers, Sang Hun and Gi Hun, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Jun Yeong, his current boss and college junior. Receiving an unexpected bribe one day, Dong Hun notices that his co-worker Lee Ji An witnessed the incident. Ji An is a young part-time worker at Dong Hun's company who is drowning in debt and left alone to take care of her ill grandmother. Dong Hun then gets entangled in his brothers' struggle to get back on their feet and the company's internal rivalry between the company's CEO and the people opposing him. All the while unaware that CEO Jun Yeong wants to get rid of him and that Ji An is working for him. (Source: MyDramaList)","['Psychological', 'Life', 'Drama']","['quietly', 'painfully', 'tragic', 'really', 'hit', 'feel', 'good', 'story', 'different', 'kind', 'love', 'story', 'acting', 'amazing', 'fantastically', 'done', 'show']",0.185,,,,,,,,,,,,,0.185,,,,0.37812500000000004,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Name,마이 네임,Nemesis,2021,https://mydramalist.com/65391-nemesis,This show is BADASS. It was 100% a binge watch. Ending with the ML being killed broke my heart. FL is a badass. Not the most original story but it’s super well done.,9.0,https://i.mydramalist.com/jD3br_4t.jpg,8.7,"After her father's murder, Yoon Ji Woo seeks revenge by infiltrating the police under the direction of Choi Moo Jin, the head of a powerful drug ring. As she goes undercover, she partners with rule-abiding detective Jeon Pil Do, while Cha Gi Ho, the head of the Drug Investigation Unit, targets Choi Moo Jin. Meanwhile, Choi Moo Jin’s loyal subordinate, Jung Tae Joo, and former gang member Do Gang Jae, who seeks revenge, add to the complex web of crime and betrayal. (Source: MyDramaList)","['Action', 'Thriller', 'Mystery', 'Crime']","['show', 'badass', '100', 'binge', 'watch', 'ending', 'ml', 'killed', 'broke', 'heart', 'fl', 'badass', 'original', 'story', 'super', 'well', 'done']",0.2520833333333333,,0.10138888888888886,,,0.12604166666666666,,,,,,,,0.2791666666666667,,0.12604166666666666,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
My Roommate Is a Gumiho,간 떨어지는 동거,Frightening Cohabitation,2021,https://mydramalist.com/62151-frightening-cohabitation,"Overall a very cute, easy to watch drama. The first 6-7 episodes are especially adorable and swoon worthy. Also very funny and a good cast. Did slow down near the middle/end and in general the plot/writing was pretty cheesy, but it’s a fun drama that’s funny and light on melodrama. Good kiss scenes too. The age gap between the FL and ML is a bit much tho.",8.0,https://i.mydramalist.com/xJdOy_4t.jpg,8.3,"Shin Woo Yeo is a handsome and smart writer, who is actually a 999-year-old nine-tailed fox. To become a human, he collects human energy in a bead. One day, the drunk friend of Lee Dam, a university student, falls asleep on top of an expensive car whose owner is Woo Yeo. While Lee Dam struggles to take her friend away and Woo Yeo trying to help her, Woo Yeo's bead accidentally falls out of his mouth, and Lee Dam unintentionally swallows it. The bead can exist inside of a human for no more than 1 year and, afterward, the bead will break inside of that person causing the person to die. Not wanting to lose his chance in becoming a human, Woo Yeo explains to Lee Dam their predicament and suggests living together until they figure out a solution. Lee Dam, who has never had a boyfriend in her life, now lives with Shin Woo Yeo. (Source: AsianWiki) ~~ Adapted from the webtoon ""My Roommate Is a Gumiho"" (간 떨어지는 동거) by Na (나).","['Comedy', 'Romance', 'Fantasy']","['overall', 'cute', 'easy', 'watch', 'drama', 'first', '67', 'episode', 'especially', 'adorable', 'swoon', 'worthy', 'also', 'funny', 'good', 'cast', 'slow', 'near', 'middleend', 'general', 'plotwriting', 'pretty', 'cheesy', 'fun', 'drama', 'thats', 'funny', 'light', 'melodrama', 'good', 'kiss', 'scene', 'age', 'gap', 'fl', 'ml', 'bit', 'much', 'tho']",0.23430555555555563,,0.2180555555555556,,,0.2180555555555556,,0.2721643518518519,,,,,0.222337962962963,,,,,,0.2180555555555556,1,1,0,1,1,0,0,1,0,0,0,0,0,0
My Sweet Mobster,놀아주는 여자,The Woman Who Plays,2024,https://mydramalist.com/742271-the-woman-who-plays,cute funny comedy. the male lead was surprisingly charming and had a nice husky voice. got kind of boring near the end. romance was a little too cutesy and boring compared to what i expect from kdramas nowadays — it felt more reminicsent of a 2016 drama. but some of the side characters had charm. the second male lead was super annoying though. kiss scenes were very lame too as they were basicallg just fish kisses.,7.5,https://i.mydramalist.com/60zJ2O_4t.jpg,8.3,"Seo Ji Hwan, once a legend of the underworld, is CEO of a food company that offers a fresh start to ex-convicts. His gangland past, though, has a tendency to follow him even after retirement. His personal history is murky and he has no known vices. Go Eun Ha, known as ""Sister Mini"" to her web channel's mini audience, is a popular but struggling children's entertainer. She does her best to make children happy with no strings attached. Eun Ha's show is inspired by memories of her childhood companion, Hyeon U. After a series of embarrassing, comical, and painful misunderstandings Ji Hwan and Eun Ha begin to get to know and understand each other. Jang Hyeon U has fulfilled his ambition of becoming a prosecutor but is also a grown-up fan of Sister Mini. He is suspicious of Ji Hwan's past and actions and is uneasy about Eun Ha's relationship with him. The three cross paths as they pursue the truth about a missing ex-con and encounter Ji Hwan's rival gang. (Source: isang18 at MyDramaList) ~~ Adapted from the web novel ""A Woman Who Plays"" (놀아주는 여자) by Park Soo Jung (박수정) a.k.a. Bangulmama (방울마마).","['Comedy', 'Romance']","['cute', 'funny', 'comedy', 'male', 'lead', 'surprisingly', 'charming', 'nice', 'husky', 'voice', 'got', 'kind', 'boring', 'near', 'end', 'romance', 'little', 'cutesy', 'boring', 'compared', 'expect', 'kdramas', 'nowadays', 'felt', 'reminicsent', '2016', 'drama', 'side', 'character', 'charm', 'second', 'male', 'lead', 'super', 'annoying', 'though', 'kiss', 'scene', 'lame', 'basicallg', 'fish', 'kiss']",-0.0033854166666666755,,,,0.15657051282051282,,-0.13781565656565659,,,,,,,,,,-0.0033854166666666685,,-0.3051388888888889,1,1,0,1,1,0,0,1,0,0,0,0,0,0
Mystic Pop-Up Bar,쌍갑포차,Ssang Gap Pocha,2020,https://mydramalist.com/34539-ssang-gap-pocha,"After CLOY this is the next drama that made me fall in love with kdramas. It’s SO FUN with great acting, humor, plot, abs romance. Such a cute lil quirky show.",9.5,https://i.mydramalist.com/eEkppt.jpg,8.5,“Mystic Pop-Up Bar” tells the story of a mysterious pojangmacha (outdoor drinking establishment) run by a prickly woman and an innocent part-timer who visit customers in their dreams to help resolve their problems. (Source: Soompi) ~~ Adapted from the webtoon “Mystic Pop-Up Bar” (쌍갑포차) by Bae Hye Soo (배혜수).,"['Mystery', 'Comedy', 'Drama', 'Fantasy']","['cloy', 'next', 'drama', 'made', 'fall', 'love', 'kdramas', 'fun', 'great', 'acting', 'humor', 'plot', 'ab', 'romance', 'cute', 'lil', 'quirky', 'show']",0.2625,,,,,,,,,,,,0.24333333333333335,,,,0.24333333333333335,0.2833333333333333,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"No Gain, No Love",손해 보기 싫어서,Because I Want No Loss,2024,https://mydramalist.com/754711-because-i-want-no-loss,"very fun, cute drama. deals with a lot of progressive issues and is very sex positive. both the main and second couples are cute and have good chemistry, though more focus is given to the second couple near the end. a few plot lines are rushed near the end and i actually think this could have benefitted from 16 episodes instead of 12. the scene where the second male lead apprehends the murderer with sex toys will definitely go down in kdrama history.",8.0,https://i.mydramalist.com/pd3WYr_4t.jpg,8.3,"Son Hae Yeong is the type of person who doesn't want to lose money under any circumstance. While growing up, she had to share her mother's love with others. She often found her partners in relationships below her break-even point. Now, Hae Yeong faces the possibility of missing out on a job promotion at her workplace. To avoid such a loss, she makes a plan for a fake wedding. She recruits Kim Ji Uk to be her fiance. Ji Uk works part-time as a cashier at a convenience store. He is the type of person who can't ignore people in need and tries to do the right thing. He is smooth with every customer at the convenience store, except for one person. That person is Hae Yeong. When she suddenly asks him to become the fake groom at her wedding, he somehow accepts her offer. (Source: AsianWiki)","['Comedy', 'Romance', 'Drama']","['fun', 'cute', 'drama', 'deal', 'lot', 'progressive', 'issue', 'sex', 'positive', 'main', 'second', 'couple', 'cute', 'good', 'chemistry', 'though', 'focus', 'given', 'second', 'couple', 'near', 'end', 'plot', 'line', 'rushed', 'near', 'end', 'actually', 'think', 'could', 'benefitted', '16', 'episode', 'instead', '12', 'scene', 'second', 'male', 'lead', 'apprehends', 'murderer', 'sex', 'toy', 'definitely', 'go', 'kdrama', 'history']",0.1781402257872846,,,,0.02835353535353534,,0.03593434343434343,,,,0.1938636363636364,,0.12294191919191919,0.0890701128936423,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Not Others,남남,Namnam,2023,https://mydramalist.com/731681-namnam,"a pretty progressive drama feat. topics like teen pregnancy, sex positive, sex toys, masturbation, chosen family, a gay couple, etc. had some funny moments, but the mystery was very obvious from the beginning and dragged on, plus the mother-daughter could be kind of annoying and toxic at times. the daughter’s love interest was cute, but i wanted more relationship moments.",6.5,https://i.mydramalist.com/Xd3qEg_4t.jpg,8.0,"High school student Kim Eun Mi’s life changed when she became pregnant and chose to raise her daughter, Jin Hee, on her own. Now in her forties, Eun Mi works as a physical therapist while Jin Hee, at twenty-nine, is an officer at the Namchon Police Substation. Though Jin Hee is an adult, she still lives with her mother, leading to constant bickering despite their deep love for each other. Eun Mi's life grows more complicated when Dr. Park Jin Hong appears, while Jin Hee faces challenges with her new director, Eun Jae Won. (Source: MyDramaList) ~~ Adapted from the webtoon ""Namnam"" (남남) by Jeong Young Ryong (정영룡).","['Mystery', 'Comedy', 'Romance', 'Drama']","['pretty', 'progressive', 'drama', 'feat', 'topic', 'like', 'teen', 'pregnancy', 'sex', 'positive', 'sex', 'toy', 'masturbation', 'chosen', 'family', 'gay', 'couple', 'etc', 'funny', 'moment', 'mystery', 'obvious', 'beginning', 'dragged', 'plus', 'motherdaughter', 'could', 'kind', 'annoying', 'toxic', 'time', 'daughter', 'love', 'interest', 'cute', 'wanted', 'relationship', 'moment']",0.22217630853994494,,,,,,,,,,0.22245670995670996,,,,0.22532828282828282,,,,,1,0,0,1,1,0,0,0,0,0,0,0,1,0
Oh My Venus,오 마이 비너스,Oh My Venus,2015,https://mydramalist.com/15062-oh-my-venus,Pretty fat phobic but has some funny parts and and okay romance. It’s a light watch.,7.5,https://i.mydramalist.com/B1rl6_4t.jpg,8.2,"Kim Yeong Ho is a personal trainer for Hollywood stars. He reluctantly comes back to Korea to face his family after a scandal with an actress. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with living a healthy lifestyle. Kang Joo Eun is a 33-year-old lawyer who was once the beauty of her school, nicknamed ""Daegu's Venus"". Over the years she has become overweight and unhealthy. She gets dumped by her boyfriend of 15 years. Kang Joo Eun meets Kim Yeong Ho, who agrees to be her personal trainer to help her get healthier. As they work on her physical transformation, they both discover they have feelings for each other. As they grow closer, they heal each other's emotional wounds and fall in love.","['Comedy', 'Law', 'Romance', 'Life']","['pretty', 'fat', 'phobic', 'funny', 'part', 'okay', 'romance', 'light', 'watch']",0.35,,,,,,,,,,,,,,,,0.3666666666666667,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Small Town,어쩌다 전원일기,Country Diary By Chance,2022,https://mydramalist.com/705675-country-diary-by-chance,Super cute. Romance was very heart fluttering. Funny moments too. Short and sweet.,8.5,https://i.mydramalist.com/rPj2j_4t.jpg,7.9,"Han Ji Yool works as a veterinarian in Seoul. One day, he receives a phone call from his grandfather. His grandfather doesn’t mention specifics, but his voice sounds serious. Han Ji Yool decides to go to Heedong Village, where his grandfather lives and runs an animal clinic. There, Han Ji Yool meets police officer Ahn Ja Young. It turns out his grandfather is actually touring Europe. According to the note left by his grandfather, Han Ji Yool has to take over his grandfather’s animal clinic for a half year, while his grandfather is away. Even when Ahn Ja Young was preparing for her test to become a police officer, she wanted to work as a police officer in Heedong Village, where she grew up. She is usually the first one to appear and provide help to residents in need. She helps Han Ji Yool solve inconveniences related to his daily life in the village and they develop a romantic relationship. (Source: AsianWiki)","['Comedy', 'Romance', 'Life']","['super', 'cute', 'romance', 'heart', 'fluttering', 'funny', 'moment', 'short', 'sweet']",0.2722222222222222,,0.2722222222222222,,,,,,,,,,,,,,0.30833333333333335,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Spring Night,봄밤,Spring Night,2019,https://mydramalist.com/32977-spring-night,Can’t say I remember much from this show other than jung Hae in is adorable and so is his son. FL is boring. Overall not memorable but I was able to watch the whole thing (I think),7.5,https://i.mydramalist.com/0lAZO_4t.jpg,8.3,"Feeling trapped in a stale four-year relationship and reluctant to take the next step into marriage, Lee Jeong In stumbles into Yoo Ji Ho's pharmacy one morning, nursing a hangover after a night of drinking with her friend. As she tries to reassemble herself before going to work, Jeong In discovers that she has forgotten her wallet and cannot pay. Ji Ho kindly helps Jeong In despite her prickly personality. What begins as an innocent daily interaction develops into a deeper attachment as the two find themselves drawn to one another. They embark on a secret friendship while navigating the minefield of familial and societal expectations. (Source: MyDramaList)","['Romance', 'Life', 'Drama']","['cant', 'say', 'remember', 'much', 'show', 'jung', 'hae', 'adorable', 'son', 'fl', 'boring', 'overall', 'memorable', 'able', 'watch', 'whole', 'thing', 'think']",0.003124999999999996,,0.04083333333333332,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Our Beloved Summer,그해 우리는,Us That Year,2021,https://mydramalist.com/694231-us-that-year,This drama is way overhyped. I obvi love V’s song for the OST tho. Wooshik’s acting is great and I found the ML so adorable. Some cute couple moments. But I didn’t really care about any of the side characters (tho I did like the manager and friend) and the love triangles felt so unnecessary. Fast forwarded through a lot the last three episodes. Felt like it should have been 12 episodes. The part where the ML admitted he was abandoned by his dad as a kid was really moving tho.,7.0,https://i.mydramalist.com/4QLgQ_4t.jpg,8.6,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality. (Source: Netflix, AsianWiki) ~~ Inspired by the webtoon “Our Beloved Summer” (그 해 우리는 - 초여름이 좋아!) by Lee Naeun (이나은) and Han Kyoung Chal (한경찰) which is a prequel story that depicts their high school days 10 years before drama timeline. It is a different perspective from their past including how they first met, grew on each other and fell in love with each other. The webtoon has a story that doesn't show up in drama sequel.","['Romance', 'Life', 'Youth', 'Drama']","['drama', 'way', 'overhyped', 'obvi', 'love', 'v', 'song', 'ost', 'tho', 'wooshiks', 'acting', 'great', 'found', 'ml', 'adorable', 'cute', 'couple', 'moment', 'didnt', 'really', 'care', 'side', 'character', 'tho', 'like', 'manager', 'friend', 'love', 'triangle', 'felt', 'unnecessary', 'fast', 'forwarded', 'lot', 'last', 'three', 'episode', 'felt', 'like', '12', 'episode', 'part', 'ml', 'admitted', 'abandoned', 'dad', 'kid', 'really', 'moving', 'tho']",0.27272727272727276,,,,,0.32291666666666663,,,,,0.28833333333333333,,,,,,,0.38888888888888895,,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Queen of Tears,눈물의 여왕,Untitled Park Ji Eun Project,2024,https://mydramalist.com/725367-untitled-park-ji-eun-project,this show started off funny and interesting and it was fun to see the couple rekindle their relationship. but then in the middle it got really stupid. the whole plot and the character’s actions were motivated by their pride and inability to communicate and the main female lead was so boring. i fast forwarded a lot of the middle parts just to see what happened in the end. the plot was long and convoluted and the show bounced between comedy and drama and sadness in a very jarring way. i just wasn’t invested in the love story. a very overhyped drama.,6.0,https://i.mydramalist.com/pd4DkE_4t.jpg,8.7,"Baek Hyun Woo, who is the pride of the village of Yongduri, is the legal director of the conglomerate Queens Group, while chaebol heiress Hong Hae In is the “queen” of Queens Group’s department stores. “Queen of Tears” will tell the miraculous, thrilling, and humorous love story of this married couple, who manages to survive a crisis and stay together against all odds. (Source: Soompi)","['Comedy', 'Romance', 'Life', 'Drama']","['show', 'started', 'funny', 'interesting', 'fun', 'see', 'couple', 'rekindle', 'relationship', 'middle', 'got', 'really', 'stupid', 'whole', 'plot', 'character', 'action', 'motivated', 'pride', 'inability', 'communicate', 'main', 'female', 'lead', 'boring', 'fast', 'forwarded', 'lot', 'middle', 'part', 'see', 'happened', 'end', 'plot', 'long', 'convoluted', 'show', 'bounced', 'comedy', 'drama', 'sadness', 'jarring', 'way', 'wasnt', 'invested', 'love', 'story', 'overhyped', 'drama']",0.04444444444444446,0.04761904761904762,,,0.04761904761904762,,,,,,0.1590277777777778,,0.049537037037037046,0.11666666666666668,,,,,,0,0,0,1,1,0,1,1,0,1,0,0,0,0
Reborn Rich,재벌집 막내아들,Youngest Son Of A Conglomerate,2022,https://mydramalist.com/79607-youngest-son-of-a-conglomerate,this drama was super engaging and bingeable . Love a good revenge plot. The ending was not the best - it was satisfying in that he got his revenge but not satisfying in that it was due to a bunch of plot holes. Him being the one who killed Do Jun and having evidence all along but then not knowing he killed Do Jun or that Do Jun died when he becomes Do Jun didn’t make sense…also wish the ML had a real outburst at the end. He was the same level of energy for nearly the whole thing. still a good watch tho.,8.5,https://i.mydramalist.com/Rqp66_4t.jpg,8.5,"Yoon Hyun Woo is a devoted, hard-working, and loyal secretary to the Soonyang chaebol family, which runs the lucrative Soonyang Group business empire, founded by Jin Yang Cheol. During a power struggle between Jin Yang Cheol's children for control of the empire, Hyun Woo is ruthlessly betrayed and killed under the orders of an unknown member of the chaebol family. Miraculously he wakes up as a kid inside the body of the youngest member of the family – Jin Do Jun. After he realizes what has happened, Yoon Hyun Wo plots to use his new “identity” to formulate a hostile takeover of the group – and punish the people who killed him. But, will the cold-blooded and money-hungry CEO of Soonyang Group, one who firmly believes in right of primogeniture, be so easy to win over or conquer? Will Hyun Woo be able to wrest the reins from Jin Yang Cheol's children? And what role will be played in all this by a dogged public prosecutor named Seo Min Young, nicknamed “Soonyang Group Grim Reaper”? (Source: LuckyGirlGwenIce at MyDramaList) ~~ Adapted from the web novel ""Youngest Son of a Conglomerate"" (재벌집 막내아들) by San Gyung (산경).","['Business', 'Drama', 'Fantasy', 'Political']","['drama', 'super', 'engaging', 'bingeable', 'love', 'good', 'revenge', 'plot', 'ending', 'best', 'satisfying', 'got', 'revenge', 'satisfying', 'due', 'bunch', 'plot', 'hole', 'one', 'killed', 'jun', 'evidence', 'along', 'knowing', 'killed', 'jun', 'jun', 'died', 'becomes', 'jun', 'didnt', 'make', 'sensealso', 'wish', 'ml', 'real', 'outburst', 'end', 'level', 'energy', 'nearly', 'whole', 'thing', 'still', 'good', 'watch', 'tho']",0.25722222222222224,,,,,0.2529166666666667,,,,,,,0.32916666666666666,,,0.32916666666666666,,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Record of Youth,청춘기록,Youth Report,2020,https://mydramalist.com/52015-youth-report,Boring. No chemistry with the leads. Annoying mom. Dumb/no plot. But it’s got pretty people in it,6.0,https://i.mydramalist.com/BgnKz_4t.jpg,7.5,"In a world where dreams are a luxury, this drama follows the journey of young people chasing their dreams and love against the odds. Sa Hye Joon, a handsome and popular model, aspires to become an actor but struggles with auditions. Ahn Jung Ha, a cheerful but lonely makeup artist, finds solace in fan-girling over idols while dealing with her own frustrations. Their paths cross as they pursue their passions, offering moments of excitement and empathy. (Source: MyDramaList)","['Romance', 'Life', 'Youth', 'Drama']","['boring', 'chemistry', 'lead', 'annoying', 'mom', 'dumbno', 'plot', 'got', 'pretty', 'people']",-0.5166666666666667,,,,,,,,,,,,-0.325,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romance Is a Bonus Book,로맨스는 별책부록,Romance Is A Bonus Book,2019,https://mydramalist.com/30894-romance-is-a-bonus-book,Unexpectedly cute and heartwarming office romcom. Both male leads are cute and likable and so is the unconventional FL. Also the second couple/side characters are hilarious.,8.5,https://i.mydramalist.com/2xzkRt.jpg,8.1,"Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company. He has a calm demeanor and remains reasonable at work. He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other’s life more than often, a love story begins to unfold. (Source: AJ at MyDramaList)","['Business', 'Comedy', 'Romance', 'Melodrama']","['unexpectedly', 'cute', 'heartwarming', 'office', 'romcom', 'male', 'lead', 'cute', 'likable', 'unconventional', 'fl', 'also', 'second', 'coupleside', 'character', 'hilarious']",0.3333333333333333,,0.3125,,0.4375,,,,,,0.4,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Rookie Cops,너와 나의 경찰수업,Our Police Course,2022,https://mydramalist.com/687861-our-police-course,The romance in this was unexpectedly cute and I also got unexpectedly sad when they killed off a main character. But struggled narratively in some parts.,8.0,https://i.mydramalist.com/vLV6B_4t.jpg,8.3,"A coming-of-age story that captures the spirit, challenges and passion of youth as two students at the Korean National Police University experience life's charms and traumas whilst trying to become full-fledged cops. From bridging generation gaps with harmony to finding their own romance on campus, two very different students work to achieve their dreams and aspirations in the line of duty. (Source: Disney+)","['Romance', 'Life', 'Youth', 'Drama']","['romance', 'unexpectedly', 'cute', 'also', 'got', 'unexpectedly', 'sad', 'killed', 'main', 'character', 'struggled', 'narratively', 'part']",-0.008333333333333338,,,,,,,,,,,,,,,,-0.004166666666666669,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Run On,런온,Run On,2020,https://mydramalist.com/58651-run-on,"this was a drama i initially dropped when it came out in 2020/2021 and returned to years later. i remember initially thinking it was boring but upon returning to it, i love that it was so character driven and wasnt tropey. it was a surprisingly progressive drama: the male lead is a bit socially awkward and possibly on the spectrum, the female lead is very outspoken and independent, there are several gay characters and an asexual character, a femae boxer, and a divorce plot. i also liked how mature the relationships were, but they were also quite cute, but not in an infantilizing way. i liked both couples’ chemistry. the story got a little boring towards the end and the finale felt kind of rushed, but overall a nice watch.",8.5,https://i.mydramalist.com/B5OKq_4t.jpg,8.2,"Ki Sun Gyeom, a former sprinter forced to quit due to legal troubles, meets Oh Mi Joo, a translator of movie subtitles who believes their encounter is fate. Meanwhile, Seo Dan Ah, the CEO of a sports agency and the rightful heir to Seomyung Group, battles gender discrimination while pursuing her goals. Lee Young Hwa, an art major with a love for movies, enters her life. Could romance blossom for these two couples? (Source: MyDramaList)","['Romance', 'Life', 'Drama', 'Sports']","['drama', 'initially', 'dropped', 'came', '20202021', 'returned', 'year', 'later', 'remember', 'initially', 'thinking', 'boring', 'upon', 'returning', 'love', 'character', 'driven', 'wasnt', 'tropey', 'surprisingly', 'progressive', 'drama', 'male', 'lead', 'bit', 'socially', 'awkward', 'possibly', 'spectrum', 'female', 'lead', 'outspoken', 'independent', 'several', 'gay', 'character', 'asexual', 'character', 'femae', 'boxer', 'divorce', 'plot', 'also', 'liked', 'mature', 'relationship', 'also', 'quite', 'cute', 'infantilizing', 'way', 'liked', 'couple', 'chemistry', 'story', 'got', 'little', 'boring', 'towards', 'end', 'finale', 'felt', 'kind', 'rushed', 'overall', 'nice', 'watch']",0.08822463768115943,0.07120726495726497,,,0.07382812500000001,,,,,,0.05726851851851851,,0.10843253968253969,0.05726851851851851,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,0
See You in My 19th Life,이번 생도 잘 부탁해,See You In My Th Life,2023,https://mydramalist.com/716735-see-you-in-my-19th-life,started off interesting and fun but got boring. did have a cute ending though with her forgetting her 19 lives and the ML and her sister remembering her.,7.5,https://i.mydramalist.com/0wBjD4_4t.jpg,8.4,"Ban Ji Eum has the ability to remember all her past lives, living through countless reincarnations for nearly a thousand years. After a tragic accident ends her previous life, she seeks to reconnect with the people from that life, focusing on Moon Seo Ha, whom she met in her 18th life. As she navigates her 19th life, will memories of her past hinder her romance, or can love endure across lifetimes? Meanwhile, Yoon Cho Won, a landscape architect and the younger sister of Yoon Joo Won, struggles to maintain her brightness after her sister’s death. Upon meeting Ban Ji Eum, she sees her sister in her and becomes curious about Ban Ji Eum’s identity. Ha Do Yoon, Moon Seo Ha’s childhood friend and secretary, feels a mysterious connection with him, despite their different backgrounds. (Source: MyDramaList) ~~ Adapted from the webtoon ""See You in My 19th Life"" (이번 생도 잘 부탁해) by Lee Hye (이혜).","['Comedy', 'Romance', 'Drama', 'Fantasy']","['started', 'interesting', 'fun', 'got', 'boring', 'cute', 'ending', 'though', 'forgetting', '19', 'life', 'ml', 'sister', 'remembering']",0.07500000000000001,,,,,0.037500000000000006,,,,,,,,,,0.037500000000000006,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0
